No,관리분류군,정이명여부,학명,대표국명,명명자,명명년도,Phylum,,Class,,Order,,Family,,Genus,,SubGenus,,Species,,콘텐츠 여부,URL
317,조류,정명,"Sitta villosa Verreaux, 1865",쇠동고비,Verreaux,1865,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Sittidae,동고비과,Sitta,동고비속,,,villosa,쇠동고비,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000002075
318,조류,정명,"Certhia familiaris Linnaeus, 1758",나무발발이,Linnaeus,1758,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Certhiidae,나무발발이과,Certhia,나무발발이속,,,familiaris,나무발발이,O,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000002078
319,조류,정명,"Sturnus sturninus (Pallas, 1776)",북방쇠찌르레기,,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Sturnidae,찌르레기과,Sturnus,찌르레기속,,,sturninus,북방쇠찌르레기,O,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000002081
320,조류,정명,"Sturnus sinensis (Gmelin, 1788)",잿빛쇠찌르레기,,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Sturnidae,찌르레기과,Sturnus,찌르레기속,,,sinensis,잿빛쇠찌르레기,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000002083
321,조류,정명,"Sturnus roseus (Linnaeus, 1758)",분홍찌르레기,,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Sturnidae,찌르레기과,Sturnus,찌르레기속,,,roseus,분홍찌르레기,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000002084
322,조류,정명,"Sturnus sericeus Gmelin, 1789",붉은부리찌르레기,Gmelin,1789,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Sturnidae,찌르레기과,Sturnus,찌르레기속,,,sericeus,붉은부리찌르레기,O,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000002085
323,조류,정명,"Sturnus cineraceus Temminck, 1835",찌르레기,Temminck,1835,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Sturnidae,찌르레기과,Sturnus,찌르레기속,,,cineraceus,찌르레기,O,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000002086
324,조류,정명,"Sturnus vulgaris Linnaeus, 1758",흰점찌르레기,Linnaeus,1758,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Sturnidae,찌르레기과,Sturnus,찌르레기속,,,vulgaris,흰점찌르레기,O,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000002087
325,조류,정명,"Zoothera aurea (Holandre, 1825)",호랑지빠귀,,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Turdidae,지빠귀과,Zoothera,호랑지빠귀속,,,aurea,호랑지빠귀,O,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000002092
326,조류,정명,"Turdus hortulorum Sclater, 1863",되지빠귀,Sclater,1863,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Turdidae,지빠귀과,Turdus,지빠귀속,,,hortulorum,되지빠귀,O,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000002094
327,조류,정명,"Turdus cardis Temminck, 1831",검은지빠귀,Temminck,1831,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Turdidae,지빠귀과,Turdus,지빠귀속,,,cardis,검은지빠귀,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000002095
328,조류,정명,"Turdus obscurus Gmelin, 1789",흰눈썹붉은배지빠귀,Gmelin,1789,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Turdidae,지빠귀과,Turdus,지빠귀속,,,obscurus,흰눈썹붉은배지빠귀,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000002097
329,조류,정명,"Turdus pallidus Gmelin, 1789",흰배지빠귀,Gmelin,1789,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Turdidae,지빠귀과,Turdus,지빠귀속,,,pallidus,흰배지빠귀,O,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000002098
330,조류,정명,"Turdus chrysolaus Temminck, 1832",붉은배지빠귀,Temminck,1832,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Turdidae,지빠귀과,Turdus,지빠귀속,,,chrysolaus,붉은배지빠귀,O,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000002099
331,조류,정명,"Turdus atrogularis Jarocki, 1819",검은목지빠귀,Jarocki,1819,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Turdidae,지빠귀과,Turdus,지빠귀속,,,atrogularis,검은목지빠귀,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000002100
332,조류,정명,"Turdus ruficollis Pallas, 1776",붉은목지빠귀,Pallas,1776,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Turdidae,지빠귀과,Turdus,지빠귀속,,,ruficollis,붉은목지빠귀,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000002101
333,조류,정명,"Turdus naumanni Temminck, 1820",노랑지빠귀,Temminck,1820,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Turdidae,지빠귀과,Turdus,지빠귀속,,,naumanni,노랑지빠귀,O,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000002102
334,조류,정명,"Turdus eunomus Temminck, 1831",개똥지빠귀,Temminck,1831,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Turdidae,지빠귀과,Turdus,지빠귀속,,,eunomus,개똥지빠귀,O,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000002103
335,조류,정명,"Turdus iliacus Linnaeus, 1758",붉은날개지빠귀,Linnaeus,1758,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Turdidae,지빠귀과,Turdus,지빠귀속,,,iliacus,붉은날개지빠귀,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000002104
336,조류,정명,"Turdus mupinensis Laubmann, 1920",큰점지빠귀,Laubmann,1920,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Turdidae,지빠귀과,Turdus,지빠귀속,,,mupinensis,큰점지빠귀,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000002105
337,조류,정명,"Erithacus rubecula (Linnaeus, 1758)",꼬까울새,,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Muscicapidae,솔딱새과,Erithacus,꼬까울새속,,,rubecula,꼬까울새,O,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000002108
338,조류,정명,"Luscinia svecica (Linnaeus, 1758)",흰눈썹울새,,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Muscicapidae,솔딱새과,Luscinia,진홍가슴속,,,svecica,흰눈썹울새,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000002111
339,조류,정명,"Phoenicurus ochruros (S.G.Gmelin, 1774)",검은머리딱새,,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Muscicapidae,솔딱새과,Phoenicurus,딱새속,,,ochruros,검은머리딱새,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000002117
340,조류,정명,"Phoenicurus auroreus (Pallas, 1776)",딱새,,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Muscicapidae,솔딱새과,Phoenicurus,딱새속,,,auroreus,딱새,O,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000002118
341,조류,정명,"Rhyacornis fuliginosa (Vigors, 1831)",부채꼬리바위딱새,,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Muscicapidae,솔딱새과,Rhyacornis,부채꼬리바위딱새속,,,fuliginosa,부채꼬리바위딱새,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000002120
342,조류,정명,"Chaimarrornis leucocephalus (Vigors, 1831)",흰머리바위딱새,,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Muscicapidae,솔딱새과,Chaimarrornis,흰머리바위딱새속,,,leucocephalus,흰머리바위딱새,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000002122
343,조류,정명,"Saxicola torquatus (Linnaeus, 1766)",검은딱새,,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Muscicapidae,솔딱새과,Saxicola,검은딱새속,,,torquatus,검은딱새,O,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000002124
344,조류,정명,"Saxicola ferreus J.E.& G.R.Gray, 1846",검은뺨딱새,J.E.& G.R.Gray,1846,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Muscicapidae,솔딱새과,Saxicola,검은딱새속,,,ferreus,검은뺨딱새,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000002125
345,조류,정명,"Oenanthe isabellina (Temminck, 1829)",긴다리사막딱새,,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Muscicapidae,솔딱새과,Oenanthe,사막딱새속,,,isabellina,긴다리사막딱새,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000002127
346,조류,정명,"Oenanthe oenanthe (Linnaeus, 1758)",사막딱새,,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Muscicapidae,솔딱새과,Oenanthe,사막딱새속,,,oenanthe,사막딱새,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000002128
347,조류,정명,"Oenanthe pleschanka (Lepechin, 1770)",검은등사막딱새,,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Muscicapidae,솔딱새과,Oenanthe,사막딱새속,,,pleschanka,검은등사막딱새,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000002129
348,조류,정명,"Oenanthe deserti (Temminck, 1825)",검은꼬리사막딱새,,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Muscicapidae,솔딱새과,Oenanthe,사막딱새속,,,deserti,검은꼬리사막딱새,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000002130
349,조류,정명,"Monticola solitarius (Linnaeus, 1758)",바다직박구리,,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Muscicapidae,솔딱새과,Monticola,바다직박구리속,,,solitarius,바다직박구리,O,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000002132
350,조류,정명,"Monticola gularis (Swinhoe, 1863)",꼬까직박구리,,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Muscicapidae,솔딱새과,Monticola,바다직박구리속,,,gularis,꼬까직박구리,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000002133
351,조류,정명,"Muscicapa griseisticta (Swinhoe, 1861)",제비딱새,,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Muscicapidae,솔딱새과,Muscicapa,솔딱새속,,,griseisticta,제비딱새,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000002135
352,조류,정명,"Muscicapa sibirica Gmelin, 1789",솔딱새,Gmelin,1789,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Muscicapidae,솔딱새과,Muscicapa,솔딱새속,,,sibirica,솔딱새,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000002136
353,조류,정명,"Muscicapa dauurica Pallas, 1811",쇠솔딱새,Pallas,1811,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Muscicapidae,솔딱새과,Muscicapa,솔딱새속,,,dauurica,쇠솔딱새,O,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000002137
354,조류,정명,"Muscicapa ferruginea (Hodgson, 1845)",회색머리딱새,,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Muscicapidae,솔딱새과,Muscicapa,솔딱새속,,,ferruginea,회색머리딱새,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000002138
355,조류,정명,"Ficedula zanthopygia (Hay, 1845)",흰눈썹황금새,,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Muscicapidae,솔딱새과,Ficedula,황금새속,,,zanthopygia,흰눈썹황금새,O,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000002140
356,조류,정명,"Ficedula narcissina (Temminck, 1836)",황금새,,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Muscicapidae,솔딱새과,Ficedula,황금새속,,,narcissina,황금새,O,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000002141
357,조류,정명,"Ficedula mugimaki (Temminck, 1836)",노랑딱새,,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Muscicapidae,솔딱새과,Ficedula,황금새속,,,mugimaki,노랑딱새,O,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000002142
358,조류,정명,"Ficedula parva (Bechstein, 1792)",붉은가슴흰꼬리딱새,,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Muscicapidae,솔딱새과,Ficedula,황금새속,,,parva,붉은가슴흰꼬리딱새,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000002143
359,조류,정명,"Cyanoptila cyanomelana (Temminck, 1829)",큰유리새,,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Muscicapidae,솔딱새과,Cyanoptila,큰유리새속,,,cyanomelana,큰유리새,O,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000002145
360,조류,정명,"Eumyias thalassinus (Swainson, 1838)",파랑딱새,,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Muscicapidae,솔딱새과,Eumyias,파랑딱새속,,,thalassinus,파랑딱새,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000002147
361,조류,정명,"Niltava davidi La Touche, 1907",붉은가슴딱새,La Touche,1907,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Muscicapidae,솔딱새과,Niltava,붉은가슴딱새속,,,davidi,붉은가슴딱새,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000002149
362,조류,정명,"Cinclus pallasii Temminck, 1820",물까마귀,Temminck,1820,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Cinclidae,물까마귀과,Cinclus,물까마귀속,,,pallasii,물까마귀,O,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000002152
363,조류,정명,"Passer domesticus (Linnaeus, 1758)",집참새,,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Passeridae,참새과,Passer,참새속,,,domesticus,집참새,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000002155
364,조류,정명,"Passer montanus (Linnaeus, 1758)",참새,,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Passeridae,참새과,Passer,참새속,,,montanus,참새,O,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000002157
365,조류,정명,"Lonchura punctulata (Linnaeus, 1758)",얼룩무늬납부리새,,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Estrildidae,납부리새과,Lonchura,납부리새속,,,punctulata,얼룩무늬납부리새,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000002160
366,조류,정명,"Prunella collaris (Scopoli, 1769)",바위종다리,,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Prunellidae,바위종다리과,Prunella,바위종다리속,,,collaris,바위종다리,O,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000002163
367,조류,정명,"Prunella montanella (pallas, 1776)",멧종다리,,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Prunellidae,바위종다리과,Prunella,바위종다리속,,,montanella,멧종다리,O,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000002164
368,조류,정명,"Dendronanthus indicus (Gmelin, 1789)",물레새,,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Motacillidae,할미새과,Dendronanthus,물레새속,,,indicus,물레새,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000002167
369,조류,정명,"Motacilla citreola Pallas, 1776",노랑머리할미새,Pallas,1776,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Motacillidae,할미새과,Motacilla,할미새속,,,citreola,노랑머리할미새,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000002170
370,조류,정명,"Motacilla cinerea Tunstall, 1771",노랑할미새,Tunstall,1771,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Motacillidae,할미새과,Motacilla,할미새속,,,cinerea,노랑할미새,O,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000002171
371,조류,정명,"Motacilla alba Linnaeus, 1758",알락할미새,Linnaeus,1758,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Motacillidae,할미새과,Motacilla,할미새속,,,alba,알락할미새,O,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000002172
372,조류,정명,"Motacilla grandis Sharpe, 1885",검은등할미새,Sharpe,1885,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Motacillidae,할미새과,Motacilla,할미새속,,,grandis,검은등할미새,O,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000002173
373,조류,정명,"Anthus richardi Vieillot, 1818",큰밭종다리,Vieillot,1818,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Motacillidae,할미새과,Anthus,밭종다리속,,,richardi,큰밭종다리,O,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000002175
374,조류,정명,"Anthus godlewskii (Taczanowski, 1876)",쇠밭종다리,,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Motacillidae,할미새과,Anthus,밭종다리속,,,godlewskii,쇠밭종다리,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000002176
375,조류,정명,"Anthus pratensis (Linnaeus, 1758)",풀밭종다리,,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Motacillidae,할미새과,Anthus,밭종다리속,,,pratensis,풀밭종다리,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000002177
376,조류,정명,"Anthus trivialis (Linnaeus, 1758)",나무밭종다리,,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Motacillidae,할미새과,Anthus,밭종다리속,,,trivialis,나무밭종다리,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000002178
377,조류,정명,"Anthus hodgsoni Richmond, 1907",힝둥새,Richmond,1907,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Motacillidae,할미새과,Anthus,밭종다리속,,,hodgsoni,힝둥새,O,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000002179
378,조류,정명,"Anthus gustavi Swinhoe, 1863",흰등밭종다리,Swinhoe,1863,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Motacillidae,할미새과,Anthus,밭종다리속,,,gustavi,흰등밭종다리,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000002180
379,조류,정명,"Anthus roseatus Blyth, 1847",한국밭종다리,Blyth,1847,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Motacillidae,할미새과,Anthus,밭종다리속,,,roseatus,한국밭종다리,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000002181
380,조류,정명,"Anthus cervinus (pallas, 1811)",붉은가슴밭종다리,,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Motacillidae,할미새과,Anthus,밭종다리속,,,cervinus,붉은가슴밭종다리,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000002182
381,조류,정명,"Anthus rubescens (Tunstall, 1771)",밭종다리,,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Motacillidae,할미새과,Anthus,밭종다리속,,,rubescens,밭종다리,O,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000002183
382,조류,정명,"Anthus spinoletta Linnaeus, 1758",옅은밭종다리,Linnaeus,1758,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Motacillidae,할미새과,Anthus,밭종다리속,,,spinoletta,옅은밭종다리,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000002184
383,조류,정명,"Fringilla montifringilla Linnaeus, 1758",되새,Linnaeus,1758,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Fringillidae,되새과,Fringilla,되새속,,,montifringilla,되새,O,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000002187
384,조류,정명,"Leucosticte arctoa (Pallas, 1811)",갈색양진이,,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Fringillidae,되새과,Leucosticte,갈색양진이속,,,arctoa,갈색양진이,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000002194
385,조류,정명,"Uragus sibiricus (Pallas, 1773)",긴꼬리홍양진이,,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Fringillidae,되새과,Uragus,홍양진이속,,,sibiricus,긴꼬리홍양진이,O,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000002196
386,조류,정명,"Carpodacus erythrinus (Pallas, 1770)",붉은양진이,,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Fringillidae,되새과,Carpodacus,양진이속,,,erythrinus,붉은양진이,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000002198
387,조류,정명,"Carpodacus roseus (Pallas, 1776)",양진이,,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Fringillidae,되새과,Carpodacus,양진이속,,,roseus,양진이,O,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000002199
388,조류,정명,"Pinicola enucleator (Linnaeus, 1758)",솔양진이,,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Fringillidae,되새과,Pinicola,솔양진이속,,,enucleator,솔양진이,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000002201
389,조류,정명,"Loxia curvirostra Linnaeus, 1758",솔잣새,Linnaeus,1758,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Fringillidae,되새과,Loxia,솔잣새속,,,curvirostra,솔잣새,O,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000002203
390,조류,정명,"Loxia leucoptera Gmelin, 1789",흰죽지솔잣새,Gmelin,1789,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Fringillidae,되새과,Loxia,솔잣새속,,,leucoptera,흰죽지솔잣새,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000002204
391,조류,정명,"Pyrrhula pyrrhula (Linnaeus, 1758)",멋쟁이새,,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Fringillidae,되새과,Pyrrhula,멋쟁이새속,,,pyrrhula,멋쟁이새,O,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000002206
392,조류,정명,"Coccothraustes coccothraustes (Linnaeus, 1758)",콩새,,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Fringillidae,되새과,Coccothraustes,콩새속,,,coccothraustes,콩새,O,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000002208
393,조류,정명,"Eophona migratoria Hartert, 1903",밀화부리,Hartert,1903,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Fringillidae,되새과,Eophona,밀화부리속,,,migratoria,밀화부리,O,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000002210
394,조류,정명,"Eophona personata (Temminck & Schlegel, 1848)",큰부리밀화부리,,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Fringillidae,되새과,Eophona,밀화부리속,,,personata,큰부리밀화부리,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000002211
