No,관리분류군,정이명여부,학명,대표국명,명명자,명명년도,Phylum,,Class,,Order,,Family,,Genus,,SubGenus,,Species,,콘텐츠 여부,URL
395,조류,정명,"Emberiza citrinella Linnaeus, 1758",노랑멧새,Linnaeus,1758,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Emberizidae,멧새과,Emberiza,멧새속,,,citrinella,노랑멧새,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000002214
396,조류,정명,"Emberiza leucocephalos S.G.Gmelin, 1771",흰머리멧새,S.G.Gmelin,1771,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Emberizidae,멧새과,Emberiza,멧새속,,,leucocephalos,흰머리멧새,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000002215
397,조류,정명,"Emberiza cioides Brandt, 1843",멧새,Brandt,1843,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Emberizidae,멧새과,Emberiza,멧새속,,,cioides,멧새,O,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000002216
398,조류,정명,"Emberiza jankowskii Taczanowski, 1888",점박이멧새,Taczanowski,1888,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Emberizidae,멧새과,Emberiza,멧새속,,,jankowskii,점박이멧새,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000002217
399,조류,정명,"Emberiza hortulana Linnaeus, 1758",회색머리멧새,Linnaeus,1758,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Emberizidae,멧새과,Emberiza,멧새속,,,hortulana,회색머리멧새,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000002218
400,조류,정명,"Emberiza tristrami Swinhoe, 1870",흰배멧새,Swinhoe,1870,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Emberizidae,멧새과,Emberiza,멧새속,,,tristrami,흰배멧새,O,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000002219
401,조류,정명,"Emberiza fucata Pallas, 1776",붉은뺨멧새,Pallas,1776,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Emberizidae,멧새과,Emberiza,멧새속,,,fucata,붉은뺨멧새,O,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000002220
402,조류,정명,"Emberiza pusilla Pallas, 1776",쇠붉은뺨멧새,Pallas,1776,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Emberizidae,멧새과,Emberiza,멧새속,,,pusilla,쇠붉은뺨멧새,O,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000002221
403,조류,정명,"Emberiza chrysophrys Pallas, 1776",노랑눈썹멧새,Pallas,1776,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Emberizidae,멧새과,Emberiza,멧새속,,,chrysophrys,노랑눈썹멧새,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000002222
404,조류,정명,"Emberiza rustica Pallas, 1776",쑥새,Pallas,1776,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Emberizidae,멧새과,Emberiza,멧새속,,,rustica,쑥새,O,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000002223
405,조류,정명,"Emberiza elegans Temminck, 1836",노랑턱멧새,Temminck,1836,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Emberizidae,멧새과,Emberiza,멧새속,,,elegans,노랑턱멧새,O,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000002224
406,조류,정명,"Emberiza aureola Pallas, 1773",검은머리촉새,Pallas,1773,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Emberizidae,멧새과,Emberiza,멧새속,,,aureola,검은머리촉새,O,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000002225
407,조류,정명,"Emberiza rutila Pallas, 1776",꼬까참새,Pallas,1776,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Emberizidae,멧새과,Emberiza,멧새속,,,rutila,꼬까참새,O,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000002226
408,조류,정명,"Emberiza melanocephala Scopoli, 1769",검은머리멧새,Scopoli,1769,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Emberizidae,멧새과,Emberiza,멧새속,,,melanocephala,검은머리멧새,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000002227
409,조류,정명,"Emberiza bruniceps Brandt, 1841",붉은머리멧새,Brandt,1841,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Emberizidae,멧새과,Emberiza,멧새속,,,bruniceps,붉은머리멧새,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000002228
410,조류,정명,"Emberiza sulphurata Temminck & Schlegel, 1848",무당새,Temminck & Schlegel,1848,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Emberizidae,멧새과,Emberiza,멧새속,,,sulphurata,무당새,O,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000002229
411,조류,정명,"Emberiza spodocephala Pallas, 1776",촉새,Pallas,1776,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Emberizidae,멧새과,Emberiza,멧새속,,,spodocephala,촉새,O,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000002230
412,조류,정명,"Emberiza variabilis Temminck, 1836",검은멧새,Temminck,1836,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Emberizidae,멧새과,Emberiza,멧새속,,,variabilis,검은멧새,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000002231
413,조류,정명,"Emberiza pallasi (Cabanis, 1851)",북방검은머리쑥새,,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Emberizidae,멧새과,Emberiza,멧새속,,,pallasi,북방검은머리쑥새,O,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000002232
414,조류,정명,"Emberiza yessoensis (Swinhoe, 1874)",쇠검은머리쑥새,,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Emberizidae,멧새과,Emberiza,멧새속,,,yessoensis,쇠검은머리쑥새,O,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000002233
415,조류,정명,"Calcarius lapponicus (Linnaeus, 1758)",긴발톱멧새,,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Emberizidae,멧새과,Calcarius,긴발톱멧새속,,,lapponicus,긴발톱멧새,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000002235
416,조류,정명,"Plectrophenax nivalis (Linnaeus, 1758)",흰멧새,,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Emberizidae,멧새과,Plectrophenax,흰멧새속,,,nivalis,흰멧새,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000002237
417,조류,정명,"Zonotrichia leucophrys (Forster, 1772)",흰정수리북미멧새,,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Emberizidae,멧새과,Zonotrichia,흰정수리북미멧새속,,,leucophrys,흰정수리북미멧새,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000002239
418,조류,정명,"Passerculus sandwichensis (Gmelin, 1789)",초원멧새,,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Emberizidae,멧새과,Passerculus,초원멧새속,,,sandwichensis,초원멧새,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000002241
419,조류,정명,"Anas carolinensis Gmelin, 1789",미국쇠오리,Gmelin,1789,Chordata,척삭동물문,Aves,조강,Anseriformes,기러기목,Anatidae,오리과,Anas,오리속,,,carolinensis,미국쇠오리,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000002242
420,조류,정명,"Emberiza schoeniclus (Linnaeus, 1758)",검은머리쑥새,,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Emberizidae,멧새과,Emberiza,멧새속,,,schoeniclus,검은머리쑥새,O,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000002244
421,조류,정명,"Zosterops erythropleurus Swinhoe, 1863",한국동박새,Swinhoe,1863,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Zosteropidae,동박새과,Zosterops,동박새속,,,erythropleurus,한국동박새,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000072194
422,조류,정명,"Zosterops japonicus Temminck & Schlegel, 1845",동박새,Temminck & Schlegel,1845,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Zosteropidae,동박새과,Zosterops,동박새속,,,japonicus,동박새,O,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000072228
423,조류,정명,"Motacilla alba lugens Gloger, 1829",백할미새,Gloger,1829,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Motacillidae,할미새과,Motacilla,할미새속,,,alba,알락할미새,O,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000076289
424,조류,정명,"Motacilla alba leucopsis Gould, 1838",알락할미새,Gould,1838,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Motacillidae,할미새과,Motacilla,할미새속,,,alba,알락할미새,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000076290
425,조류,정명,"Motacilla alba ocularis Swinhoe, 1860",검은턱할미새,Swinhoe,1860,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Motacillidae,할미새과,Motacilla,할미새속,,,alba,알락할미새,O,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000076291
426,조류,정명,"Anser fabalis serrirostris Gould, 1852",큰기러기,Gould,1852,Chordata,척삭동물문,Aves,조강,Anseriformes,기러기목,Anatidae,오리과,Anser,기러기속,,,fabalis,큰기러기,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000076292
427,조류,정명,"Motacilla alba baicalensis Swinhoe, 1871",시베리아알락할미새,Swinhoe,1871,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Motacillidae,할미새과,Motacilla,할미새속,,,alba,알락할미새,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000080366
428,조류,정명,"Thalasseus bergii (M.H.C.Lichtenstein, 1823)",큰제비갈매기,,,Chordata,척삭동물문,Aves,조강,Charadriiformes,도요목,Laridae,갈매기과,Thalasseus,뿔제비갈매기속,,,bergii,큰제비갈매기,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000081107
429,조류,정명,"Cacomantis merulinus (Scopoli, 1786)",우는뻐꾸기,,,Chordata,척삭동물문,Aves,조강,Cuculiformes,두견목,Cuculidae,두견과,Cacomantis,우는뻐꾸기속,,,merulinus,우는뻐꾸기,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000081763
430,조류,정명,"Corvus splendens (Vieillot, 1817)",집까마귀,,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Corvidae,까마귀과,Corvus,까마귀속,,,splendens,집까마귀,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000082978
431,조류,정명,"Dicrurus annectans (Hodgson, 1836)",큰부리바람까마귀,,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Dicruridae,바람까마귀과,Dicrurus,바람까마귀속,,,annectans,큰부리바람까마귀,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000083573
432,조류,정명,"Acridotheres tristis (Linnaeus, 1766)",검은머리갈색찌르레기,,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Sturnidae,찌르레기과,Acridotheres,뿔찌르레기속,,,tristis,검은머리갈색찌르레기,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000085486
433,조류,정명,"Ixobrychus flavicollis (Latham, 1790)",검은해오라기,,,Chordata,척삭동물문,Aves,조강,Ciconiiformes,황새목,Ardeidae,백로과,Ixobrychus,덤불해오라기속,,,flavicollis,검은해오라기,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000085544
434,조류,정명,"Larus cachinnans Pallas, 1811",한국재갈매기,Pallas,1811,Chordata,척삭동물문,Aves,조강,Charadriiformes,도요목,Laridae,갈매기과,Larus,갈매기속,,,cachinnans,한국재갈매기,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000086214
435,조류,정명,"Streptopelia orientalis (Latham, 1790)",멧비둘기,,,Chordata,척삭동물문,Aves,조강,Columbiformes,비둘기목,Columbidae,비둘기과,Streptopelia,멧비둘기속,,,orientalis,멧비둘기,O,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000086224
436,조류,정명,"Anser fabalis middendorffi Severtsov, 1873",큰부리큰기러기,Severtsov,1873,Chordata,척삭동물문,Aves,조강,Anseriformes,기러기목,Anatidae,오리과,Anser,기러기속,,,fabalis,큰기러기,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000087255
437,조류,정명,"Ficedula albicilla (Pallas, 1811)",흰꼬리딱새,,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Muscicapidae,솔딱새과,Ficedula,황금새속,,,albicilla,흰꼬리딱새,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000087324
438,조류,정명,"Gelochelidon nilotica (J.F.Gmelin, 1789)",큰부리제비갈매기,,,Chordata,척삭동물문,Aves,조강,Charadriiformes,도요목,Laridae,갈매기과,Gelochelidon,,,,nilotica,큰부리제비갈매기,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000088662
439,조류,정명,"Dendrocopos hyperythrus (Vigors, 1831)",붉은배오색딱다구리,,,Chordata,척삭동물문,Aves,조강,Piciformes,딱다구리목,Picidae,딱다구리과,Dendrocopos,딱다구리속,,,hyperythrus,붉은배오색딱다구리,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000090055
440,조류,정명,"Ardea cinerea jouyi A.H.Clark, 1907",왜가리,A.H.Clark,1907,Chordata,척삭동물문,Aves,조강,Ciconiiformes,황새목,Ardeidae,백로과,Ardea,왜가리속,,,cinerea,왜가리,O,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000094851
441,조류,정명,"Ardea alba alba Linneaus, 1758",대백로,Linneaus,1758,Chordata,척삭동물문,Aves,조강,Ciconiiformes,황새목,Ardeidae,백로과,Ardea,왜가리속,,,alba,중대백로,O,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000094853
442,조류,정명,"Ardea alba modesta J.E.Grey, 1831",중대백로,J.E.Grey,1831,Chordata,척삭동물문,Aves,조강,Ciconiiformes,황새목,Ardeidae,백로과,Ardea,왜가리속,,,alba,중대백로,O,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000094854
443,조류,정명,"Accipiter gentilis schvedowi (Menzbier, 1882)",참매,,,Chordata,척삭동물문,Aves,조강,Falconiformes,매목,Accipitridae,수리과,Accipiter,새매속,,,gentilis,참매,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000094903
444,조류,정명,"Falco peregrinus japonensis J.F.Gmelin, 1788",매,J.F.Gmelin,1788,Chordata,척삭동물문,Aves,조강,Falconiformes,매목,Falconidae,매과,Falco,매속,,,peregrinus,매,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000094920
445,조류,정명,"Anas zonorhyncha Swinhoe, 1866",흰뺨검둥오리,Swinhoe,1866,Chordata,척삭동물문,Aves,조강,Anseriformes,기러기목,Anatidae,오리과,Anas,오리속,,,zonorhyncha,흰뺨검둥오리,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000154877
446,조류,정명,"Ardea intermedia Wagler, 1829",중백로,Wagler,1829,Chordata,척삭동물문,Aves,조강,Ciconiiformes,황새목,Ardeidae,백로과,Ardea,왜가리속,,,intermedia,중백로,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000154940
447,조류,정명,"Aquila fasciata Vieillot, 1822",흰배줄무늬수리,Vieillot,1822,Chordata,척삭동물문,Aves,조강,Falconiformes,매목,Accipitridae,수리과,Aquila,검독수리속,,,fasciata,흰배줄무늬수리,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000155008
448,조류,정명,"Nisaetus nipalensis Hodgson, 1836",뿔매,Hodgson,1836,Chordata,척삭동물문,Aves,조강,Falconiformes,매목,Accipitridae,수리과,Nisaetus,뿔매속,,,nipalensis,뿔매,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000155011
449,조류,정명,"Rallus indicus Blyth, 1849",흰눈썹뜸부기,Blyth,1849,Chordata,척삭동물문,Aves,조강,Gruiformes,두루미목,Rallidae,뜸부기과,Rallus,흰눈썹뜸부기속,,,indicus,흰눈썹뜸부기,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000155015
